Publisher,Dataset Count
"มหาวิทยาลัยขอนแก่น วิทยาเขตหนองคาย,",8
"คณะเศรษฐศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,",8
"คณะเทคโนโลยีทางทะเล มหาวิทยาลัยบูรพา,",8
"สถาบันวิจัยโลหะและวัสดุ จุฬาลงกรณ์มหาวิทยาลัย,",8
"คณะทรัพยากรธรรมชาติ มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตหาดใหญ่,",8
La Trobe University,8
SAPEA,8
"ภาควิชาวิศวกรรมการผลิต สถาบันเทคโนโลยีพระจอมเกล้าพระนครเหนือ,",8
Iisalmi Natural History Museum,8
มหาวิทยาลัยธรรมศาสตร์. คณะวิทยาการเรียนรู้และศึกษาศาสตร์,8
Universidad Carlos III de Madrid,8
Forschungsdatenzentrum (FDZ) der Bundesagentur für Arbeit (BA) im Institut für Arbeitsmarkt- und Berufsforschung (IAB),8
Agri-Environmental Research Data Repository (AERDR),8
"http://cet.ncsa.uiuc.edu/2007/person/myersjd@umich.edu, SEAD (http://sead-data.net)",8
"คณะพยาบาลศาสตร์แมคคอร์มิค มหาวิทยาลัยพายัพ,",8
"ภาควิชาวิศวกรรมสิ่งแวดล้อม มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,",8
"คณะศึกษาศาสตร์ มหาวิทยาลัยนเรศวร,",8
Galaxy Australia,8
สำนักงานการวิจัยแห่งชาติ (วช.),8
Das Forschungsdatenzentrum (FDZ) der Bundesagentur für Arbeit (BA) im Institut für Arbeitsmarkt- und Berufsforschung (IAB),8
ERSA Working Paper Series,8
lndiana University Press,8
Jeonbuk National University,8
Redding Police Department,8
"ภาควิชาจุลชีววิทยาและปรสิตวิทยา มหาวิทยาลัยนเรศวร,",8
University of Texas at El Paso,8
DIGGER,8
SINTEF,8
"คณะวิทยาศาสตร์ มหาวิทยาลัยพายัพ,",8
Pacific Northwest EPC (OHSU),8
NIST,8
Merck KGaA,8
คณะเทคโนโลยีการเกษตร มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,8
"Brockington & Associates, Inc.",8
คณะรัฐศาสตร์ มหาวิทยาลัยธรรมศาสตร์,8
"คณะวิศวกรรมศาสตร์ มหาวิทยาลัยหอการค้าไทย,",8
"ภาควิชาจุลชีววิทยา มหาวิทยาลัยบูรพา,",8
คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยธรรมศาสตร์,8
"ภาควิชาชีววิทยา มหาวิทยาลัยมหิดล,",8
โรงพยาบาลสวนสราญรมย์ กรมสุขภาพจิต,8
Norwegian Centre for Research Data,8
สาขาวิชาการวางแผนชุมชนเมืองและสภาพแวดล้อม ภาควิชาการออกแบบและวางผังชุมชนเมือง มหาวิทยาลัยศิลปากร,8
Herzog August Bibliothek,8
สาขาวิชาทฤษฎีศิลป์ ภาควิชาทฤษฎีศิลป์ มหาวิทยาลัยศิลปากร,8
สาขาวิชาภาษาและการสื่อสารระหว่างวัฒนธรรม ภาควิชาภาษาตะวันตก มหาวิทยาลัยศิลปากร,8
king Mongkut's University of Technology Thonburi,8
สถาบันดำรงราชานุภาพ,8
LaMMA - Laboratorio di Meteorologia e Modellistica Ambientale per lo sviluppo sostenibile,8
Marine and Hydrokinetic Data Repository (MHKDR); Re Vision Consulting,8
"University of California, San Francisco",8
"คณะวิศวกรรมศาสตร์และสถาปัตยกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,",8
Kingston University,8
คณะวิศวกรรมศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,8
NeuroMorpho.Org,8
มหาวิทยาลัยราชภัฏกาญจนบุรี,8
Cumbria Biodiversity Data Centre,8
NINA,8
xiaomi,8
Taiwan Forestry Bureau,8
"วิทยาลัยพยาบาลพระปกเกล้าจันทบุรี,",8
ศูนย์วิจัยและพัฒนาประมงทะเลอ่าวไทยตอนบน,8
กรมประชาสัมพันธ์,8
"https://sead2.ncsa.illinois.edu/api/users/566aef09e4b06374fd31625e, SEAD (http://sead-data.net)",8
"ภาควิชาวิศวกรรมเครื่องกล มหาวิทยาลัยสงขลานครินทร์,",8
"ภาควิชาเทคโนโลยีและการอุตสาหกรรม มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี,",8
United States International Trade Commission,8
University of Physical Culture in Krakow,8
Johns Hopkins Turbulence Databases,8
"Madagascar Biodiversity Center, Parc Botanique et Zoologique des Tsimbazaza",8
University of Toronto (Institute for Environmental Studies / Department of Zoology),8
"Gdańsk University of Technology, Faculty of Electronics, Telecommunications and Informatics",8
Vancouver Island University - Royal Roads University,8
AmeriFlux; Daugherty Water for Food Institute/University of Nebraska-Lincoln,8
National Institute of Advanced Industrial Science and Technology (AIST),8
oar.it,8
"deadtrees.earth, Chair of Sensor-based Geoinformatics, University of Freiburg",8
"วิทยาลัยพยาบาลบรมราชชนนีนครศรีธรรมราช,",8
NFFA-EUROPE Project,8
Office of Environment and Heritage (OEH),8
Australian National Computational Infrastructure NCI,8
สำนักงานเศรษฐกิจการคลัง,8
"Department of Agriculture, Forestry and Fisheries",8
Transnorte Energia S/A (TNE),8
Walter Sisulu University,8
Council for GeoScience,8
HafenCity University Hamburg,8
ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์ มหาวิทยาลัยขอนแก่น,8
สถาบันวิจัยเกษตรวิศวกรรม กรมวิชาการเกษตร,8
คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,8
ภาควิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร คณะอุตสาหกรรมเกษตร มหาวิทยาลัยเกษตรศาสตร์,8
สำนักงานนโยบายและบริหารจัดการน้ำและอุทกภัยแห่งชาติ (สบอช.),8
โครงการอนุรักษ์พันธุกรรมพืชอันเนื่องมาจากพระราชดําริฯ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี (อพ. สธ.),8
มหาวิทยาลัยแม่โจ้-ชุมพร,8
ภาควิชาวิสัญญีวิทยา  คณะแพทยศาสตร์ศิริราชพยาบาล  มหาวิทยาลัยมหิดล,8
กรมโรงงานอุตสาหกรรม,8
มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตสกลนคร,8
หมอดินอาสาประจำจังหวัดสุพรรณบุรี,8
National Forest Inventory (NFI),8
ภาควิชาพัฒนาผลิตภัณฑ์ คณะอุตสาหกรรมเกษตร มหาวิทยาลัยเกษตรศาสตร์,8
CNRS - OSUG - Meteo France - Irstea,8
กองศิลปวัฒนธรรม มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,8
สำนักงานกองทุนสนับสนุนการสร้างเสริมสุขภาพ,8
ภาควิชาเพาะเลี้ยงสัตว์น้ำ คณะประมง มหาวิทยาลัยเกษตรศาสตร์,8
Healthy Natural นานา สมุนไพร,8
เกษตรกร จ.นครราชสีมา,8
บริษัท ทริลเลียนส์ แอนด์ ทรีไลอ้อนส์ จำกัด,8
สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน),8
มหาวิทยาลัยราชภัฏกำแพงเพชร,8
South Australian Water Corporation,8
อุทยานวิทยาศาสตร์ประเทศไทย  สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,8
มหาวิทยาลัยหาดใหญ่,8
